PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A2045405813,ELECTRICAL WIRING HARNESS,18918,1PV541,2.25,0.188,0.01296
A2045405833,WIRING HARNESS,29376,1PV541,2.25,0.241,0.039
A2045405906,WIRING HARNESS,55512,1PV541,2.25,0.189,0.0512
A2045406006,WIRING HARNESS,39618,1PV541,2.25,0.098,0.0512
A2045406010,WIRING HARNESS,25758,1PV541,2.25,0.086,0.01628
A2045406013,ELECTRICAL WIRING HARNESS,121602,1PV541,2.25,1.163,0.06144
A2045406133,ELECTRIC LINE,10842,1PV541,2.25,0.111,0.0176
A2045406205,WIRING HARNESS,13620,1PV541,2.25,0.063,0.00972
A2045406209,WIRING HARNESS,54300,1PV541,2.25,0.49,0.02875
A2045406210,WIRING HARNESS,18900,1PV541,2.25,0.162,0.01776
A2045406313,ELECTRICAL WIRING HARNESS,53424,1PV541,2.25,0,0
A2045406413,ELECTRICAL WIRING HARNESS,41496,1PV541,2.25,0,0
A2045406433,ELECTRIC LINE,54228,1PV541,2.25,0.474,0.02646
A2045406510,ELECTRICAL WIRING HARNESS,6378,1PV541,2.25,0.047,0.01156
A2045406532,ELECTRIC LINE,127794,1PV541,2.25,0.535,0.0406
A2045406533,ELECTRIC LINE,52416,1PV541,2.25,0.76,0.03864
A2045406613,ELECTRICAL WIRING HARNESS,111096,1PV541,2.25,0,0
A2045406632,WIRING HARNESS,77772,1PV541,2.25,0.614,0.04576
A2045406713,ELECTRICAL WIRING HARNESS,126816,1PV541,2.25,0,0
A2045406810,WIRING HARNESS,54936,1PV541,2.25,0.45,0.04256
A204540681064,WIRING HARNESS,54936,1PV541,2.25,0.45,0.04256
A2045407032,ELECTRICAL WIRING HARNESS,44058,1PV541,2.25,0.078,0.01083
A2045407132,ELECTRICAL WIRING HARNESS,114792,1PV541,2.25,0.84,0.05819
A2045407135,GROUND LINE,8070,1PV541,2.25,0.101,0.00112
A2045407235,GROUND LINE,8502,1PV541,2.25,0.099,0.0025
A2045407310,WIRING HARNESS,21996,1PV541,2.25,0.057,0.01296
A2045407335,GROUND LINE,9438,1PV541,2.25,0.125,0.00136
A2045407435,GROUND LINE,8406,1PV541,2.25,0.112,0.0018
A2045407633,WIRING HARNESS,152652,1PV541,2.25,0.863,0.048
A2045407733,WIRING HARNESS,34116,1PV541,2.25,0,0
A2045407832,ELECTRIC LINE,105438,1PV541,2.25,0.591,0.08806
A2045407833,ELECTRIC LINE,79212,1PV541,2.25,0.657,0.08512
A2045407910,WIRING HARNESS,21570,1PV541,2.25,0.049,0.01024
A2045407932,ELECTRIC LINE,69696,1PV541,2.25,0.267,0.0512
A2045408009,ELECTRICAL WIRING HARNESS,27210,1PV541,2.25,0.28,0.02016
A2045408032,ELECTRIC LINE,90354,1PV541,2.25,0.475,0.054
A2045408110,WIRING HARNESS,21156,1PV541,2.25,0.041,0.0096
A2045408113,ELECTRICAL WIRING HARNESS,38238,1PV541,2.25,0.199,0.0128
A2045408133,WIRING HARNESS,34056,1PV541,2.25,0.258,0.022
A2045408205,WIRING HARNESS,113172,1PV541,2.25,0.958,0.05168
A2045408210,WIRING HARNESS,61308,1PV541,2.25,0.087,0.015
A2045408232,ELECTRIC LINE,107352,1PV541,2.25,0.611,0.07616
A2045408233,WIRING HARNESS,44178,1PV541,2.25,0.214,0.0135
A2045408308,WIRING HARNESS,85194,1PV541,2.25,1.034,0.10108
A2045408310,WIRING HARNESS,62760,1PV541,2.25,0.18,0.0512
A2045408410,WIRING HARNESS,40806,1PV541,2.25,0.176,0.0338
A2045408510,WIRING HARNESS,58728,1PV541,2.25,0.197,0.04704
A2045408535,ELECTRIC LINE,6078,1PV541,2.25,0.032,0.00198
A2045408605,WIRING HARNESS,10278,1PV541,2.25,0.054,0.00867
A204540860564,WIRING HARNESS,10278,1PV541,2.25,0.054,0.00867
A2045408610,WIRING HARNESS,51936,1PV541,2.25,0.16,0.04704
A2045408613,ELECTRICAL WIRING HARNESS,96924,1PV541,2.25,0.624,0.05819
A2045408635,ELECTRIC LINE,42954,1PV541,2.25,0.15,0.0093
A2045408705,WIRING HARNESS,110454,1PV541,2.25,0.734,0.05632
A2045408709,WIRING HARNESS,18042,1PV541,2.25,0.046,0.00684
A2045408710,WIRING HARNESS,74586,1PV541,2.25,0.64,0.06552
A2045408713,ELECTRICAL WIRING HARNESS,122136,1PV541,2.25,0.633,0.05819
A2045408735,WIRING HARNESS,6804,1PV541,2.25,0.018,0.0051
A2045408805,WIRING HARNESS,158724,1PV541,2.25,1.965,0.126025
A2045408809,WIRING HARNESS,5340,1PV541,2.25,0.038,0.01725
A2045408832,ELECTRIC LINE,11088,1PV541,2.25,0.186,0.0105
A2045408905,WIRING HARNESS,146484,1PV541,2.25,1.501,0.1292
A2045408908,WIRING HARNESS,85248,1PV541,2.25,0.965,0.09072
A2045408909,WIRING HARNESS,57186,1PV541,2.25,0.145,0.01248
A2045408910,WIRING HARNESS,54540,1PV541,2.25,0.203,0.01125
A2045408932,ELECTRIC LINE,150054,1PV541,2.25,0.683,0.03915
A2045409009,WIRING HARNESS,21930,1PV541,2.25,0.041,0.01092
A2045409208,WIRING HARNESS,100476,1PV541,2.25,0.971,0.08208
A2045409508,WIRING HARNESS,44766,1PV541,2.25,0.438,0.0684
A2045409535,ELECTRIC LINE,31140,1PV541,2.25,0.191,0.02145
A2045409606,WIRING HARNESS,23670,1PV541,2.25,0.247,0.03364
A2045409609,WIRING HARNESS,22914,1PV541,2.25,0.118,0.0115
A2045409610,WIRING HARNESS,21438,1PV541,2.25,0.129,0.0112
A2045409633,ELECTRIC LINE,25836,1PV541,2.25,0.063,0.01485
A2045409635,ELECTRIC LINE,42744,1PV541,2.25,0.258,0.0266
A2045409706,WIRING HARNESS,25032,1PV541,2.25,0.273,0.00968
A2045409709,WIRING HARNESS,22890,1PV541,2.25,0.117,0.0156
A2045409710,WIRING HARNESS,21438,1PV541,2.25,0.175,0.018
A2045409734,WIRING HARNESS,56478,1PV541,2.25,0.354,0.03675
A204540973464,WIRING HARNESS,48090,1PV541,2.25,0.354,0.03675
A2045409806,WIRING HARNESS,5934,1PV541,2.25,0.013,0.01152
A2045409808,WIRING HARNESS,90294,1PV541,2.25,0.515,0.07626
A2045409809,WIRING HARNESS,38982,1PV541,2.25,0.114,0.008
A2045409813,ELECTRICAL WIRING HARNESS,22290,1PV541,2.25,0.103,0.00588525
A2045409833,ELECTRICAL WIRING HARNESS,78510,1PV541,2.25,0.69,0.04536
A2045409834,WIRING HARNESS,59622,1PV541,2.25,0.397,0.003675
A2045409835,ELECTRIC LINE,32058,1PV541,2.25,0.204,0.0272
A2045409907,WIRING HARNESS,101106,1PV541,2.25,1.24,0.10404
A2045409909,WIRING HARNESS,41070,1PV541,2.25,0.149,0.0156
A2045409932,ELECTRIC LINE,3696,1PV541,2.25,0.038,0.00512
A2045409933,ELECTRICAL WIRING HARNESS,47874,1PV541,2.25,0.293,0.0242
A2045450100,BRACKET,50352,1PV541,2.25,0.912,0.15312
A2045450340,BRACKET,14994,1PV541,2.25,0.27,0.07581
A2045450426,RECEPTACLE HOUSING,1872,1PV541,2.25,0.004,0.0003
A204545042664,RECEPTACLE HOUSING,1872,1PV541,2.25,0.004,0.0003
A2045450440,BRACKET,17112,1PV541,2.25,0.759,0.112
A2045450503,FUSE COVER,3258,1PV541,2.25,0.013,0.00224
A2045450547,BRACKET,8076,1PV541,2.25,0,0
A2045450640,BRACKET,14076,1PV541,2.25,0.585,0.08736
A2045450647,BRACKET,32778,1PV541,2.25,1.016,0.05796
A2045450726,CONNECTOR HOUSING,2646,1PV541,2.25,0.019,0.001276
A2045450740,BRACKET,14070,1PV541,2.25,0.568,0.1235
A2045450747,BRACKET,23970,1PV541,2.25,0.489,0.06105165
A2045450947,BRACKET,7764,1PV541,2.25,0.148,0.0228
A2045451040,BRACKET,3978,1PV541,2.25,0.105,0.0147
A2045451047,BRACKET,3402,1PV541,2.25,0.083,0.01468125
A2045451240,BRACKET,6288,1PV541,2.25,0.268,0.04788
A2045451326,CONNECTOR HOUSING,2334,1PV541,2.25,0.009,0.0006
A2045451347,BRACKET,4926,1PV541,2.25,0.04,0.00561
A2045451426,CONNECTOR HOUSING,2334,1PV541,2.25,0.009,0.0006
A2045451447,BRACKET,2412,1PV541,2.25,0.038,0.0022
A2045451540,BRACKET,9348,1PV541,2.25,0.381,0.0198
A2045451826,CONTACT SOCKET,2238,1PV541,2.25,0.005,0.00009
A2045451926,CONTACT SOCKET,2382,1PV541,2.25,0.006,0.00024
A2045452040,BRACKET,31770,1PV541,2.25,0.309,0.077
A2045452047,BRACKET,52986,1PV541,2.25,0.139,0.005265
A2045452147,BRACKET,77550,1PV541,2.25,0.139,0.005265
A2045452240,BRACKET,13200,1PV541,2.25,0.639,0.18224
A2045452340,BRACKET,17412,1PV541,2.25,0.734,0.08349
A2045452347,BRACKET,5070,1PV541,2.25,0.041,0.0010725
A2045452540,BRACKET,19074,1PV541,2.25,0.21,0.01352
A2045452640,BRACKET,31428,1PV541,2.25,0.39,0.09
A2045452647,BRACKET,10278,1PV541,2.25,0.617,0.13266
A2045452740,BRACKET,31500,1PV541,2.25,0.24,0.02079
A2045453047,BRACKET,17490,1PV541,2.25,0.758,0.096
A2045453147,BRACKET,14580,1PV541,2.25,0.219,0.016875
A2045453340,BRACKET,32838,1PV541,2.25,0.315,0.1296
A2045453347,BRACKET,8850,1PV541,2.25,0.068,0.00308
A2045453526,CLUTCH HOUSING,2520,1PV541,2.25,0.005,0.0001575
A2045453540,BRACKET,7212,1PV541,2.25,0.22,0.03059
A2045453626,CLUTCH HOUSING,2520,1PV541,2.25,0.005,0.00013125
A204545362664,CLUTCH HOUSING,2520,1PV541,2.25,0.005,0.00013125
A2045454040,BRACKET,5166,1PV541,2.25,0.18,0.014
A2045454140,BRACKET,7974,1PV541,2.25,0.228,0.01176
A2045454240,BRACKET,2586,1PV541,2.25,0.034,0.00192
A2045454540,BRACKET,11280,1PV541,2.25,0.018,0.00063
A2045454740,BRACKET,1020,1PV541,2.25,0.012,0.00132
A2045454940,BRACKET,870,1PV541,2.25,0.005,0.00024
A2045455140,BRACKET,5502,1PV541,2.25,0.34,0.030745
A2045455340,BRACKET,19050,1PV541,2.25,0.817,0.11484
A2045455640,BRACKET,12816,1PV541,2.25,0.124,0.00693
A2045456040,BRACKET,678,1PV541,2.25,0.002,0.0005
A2045456140,BRACKET,5736,1PV541,2.25,0.059,0.00336
A2045456240,BRACKET,5736,1PV541,2.25,0.059,0.00336
A2045456440,BRACKET,6354,1PV541,2.25,0,0
A2045456740,BRACKET,8850,1PV541,2.25,0.252,0.01
A2045457140,BRACKET,50352,1PV541,2.25,0.835,0.15872
A2045457240,BRACKET,1218,1PV541,2.25,0.002,0.00096
A2045457340,BRACKET,8100,1PV541,2.25,0.25,0.0232
A2045457540,BRACKET,6510,1PV541,2.25,0.276,0.065
A2045457640,BRACKET,8046,1PV541,2.25,0.288,0.0408
A2045457840,BRACKET,8634,1PV541,2.25,0,0
A2045458540,BRACKET,11016,1PV541,2.25,0.815,0.1392
A2045458640,BRACKET,8640,1PV541,2.25,0.237,0.00828
A2045458740,BRACKET,22314,1PV541,2.25,0.621,0.041085
A2045459040,BRACKET,2760,1PV541,2.25,0.074,0.00204
A2045459640,BRACKET,33552,1PV541,2.25,0.997,0.0525
A2045459740,BRACKET,23976,1PV541,2.25,0.502,0.0664125
A2045460280,CABLE DUCT,2682,1PV541,2.25,0.013,0.0132
A2045460480,CABLE DUCT,2604,1PV541,2.25,0.071,0.02223
A2045460580,CABLE DUCT,2820,1PV541,2.25,0.012,0.0162
A2045461080,CABLE DUCT,3276,1PV541,2.25,0.134,0.0162
A2045462480,CABLE DUCT,2496,1PV541,2.25,0.06,0.0147
A2045462580,LINE GUIDE,10980,1PV541,2.25,0.093,0.0357
A2045462780,LINE GUIDE,198000,1PV541,2.25,0.08,0.08874
A2045462880,LINE GUIDE,10722,1PV541,2.25,0.098,0.11718
A2045463080,CABLE RAIL,14454,1PV541,2.25,0.075,0.04216
A2045463280,CABLE DUCT,2448,1PV541,2.25,0.01,0.00117875
A2045463480,CABLE RAIL,6378,1PV541,2.25,0.183,0.0585
A2045463580,CABLE RAIL,6312,1PV541,2.25,0.162,0.0612
A2045463880,CABLE RAIL,2286,1PV541,2.25,0.001,0.0002
A2048200015,ELECTRIC LINE,5280,1PV541,2.25,0.009,0.00266
A2048200037,TS PLUG,29208,1PV541,2.25,0.04,0.00858
A2048200104,ELECTRIC LINE,22854,1PV541,2.25,0.116,0.0228
A2048200315,ELECTRIC LINE,31350,1PV541,2.25,0.585,0.02916
A2048200415,ELECTRIC LINE,36192,1PV541,2.25,0.176,0.0143
A2048200515,ELECTRIC LINE,35808,1PV541,2.25,0.25,0.00696
A2048200700,ELECTRICAL WIRING HARNESS,69168,1PV541,2.25,0.221,0.02646
A2048200800,ELECTRICAL WIRING HARNESS,63606,1PV541,2.25,0.192,0.02646
A2048200815,ELECTRIC LINE,36258,1PV541,2.25,0.16,0.007
A2048200900,ELECTRICAL WIRING HARNESS,63606,1PV541,2.25,0.249,0.02646
A2048200915,ELECTRIC LINE,36210,1PV541,2.25,0.243,0.04608
A2048201000,ELECTRICAL WIRING HARNESS,69618,1PV541,2.25,0.218,0.02646
A2048201615,ELECTRIC LINE,76326,1PV541,2.25,1.905,0.09792
A2048201815,ELECTRIC LINE,94866,1PV541,2.25,1.94,0.14784
A2048202015,ELECTRIC LINE,10566,1PV541,2.25,0.079,0.00336
A2048203315,ELECTRIC LINE,9960,1PV541,2.25,0.032,0.00264
A2048203415,ELECTRIC LINE,10080,1PV541,2.25,0.052,0.00288
A2048203515,ELECTRIC LINE,113712,1PV541,2.25,1.935,0.01107
A2048203715,ELECTRIC LINE,86904,1PV541,2.25,2.248,0.07168
A2048203815,ELECTRIC LINE,12066,1PV541,2.25,0.83,0.0076
A2048203915,ELECTRIC LINE,124644,1PV541,2.25,2.144,0.14476
A2048204415,ELECTRICAL WIRING HARNESS,101418,1PV541,2.25,2.13,0.099
A2048204515,ELECTRICAL WIRING HARNESS,96198,1PV541,2.25,2.15,0.13248
A2048204715,ELECTRICAL WIRING HARNESS,101418,1PV541,2.25,2.275,0.08778
A2048204815,ELECTRICAL WIRING HARNESS,69168,1PV541,2.25,0.229,0.02592
A2048204915,ELECTRICAL WIRING HARNESS,69168,1PV541,2.25,0.201,0.01156
A2048205015,ELECTRICAL WIRING HARNESS,69168,1PV541,2.25,0.253,0.057
A2048205115,ELECTRICAL WIRING HARNESS,69168,1PV541,2.25,0.222,0.0162
A2048205215,ELECTRICAL WIRING HARNESS,46008,1PV541,2.25,0,0
A2048205415,ELECTRICAL WIRING HARNESS,3834,1PV541,2.25,0.009,0.00132
A2048205615,ELECTRICAL WIRING HARNESS,602616,1PV541,2.25,0,0
A2048205915,ELECTRICAL WIRING HARNESS,159120,1PV541,2.25,1.02,0.0512
A2048206115,ELECTRICAL WIRING HARNESS,174264,1PV541,2.25,0.467,0.0198
A2048206415,ELECTRICAL WIRING HARNESS,3420,1PV541,2.25,0.01,0.0056
A2048206515,ELECTRICAL WIRING HARNESS,3402,1PV541,2.25,0.006,0.00028
A2048207015,ELECTRICAL WIRING HARNESS,86484,1PV541,2.25,0.191,0.02352
A2048207115,ELECTRICAL WIRING HARNESS,69168,1PV541,2.25,0.153,0.025
A2048207215,ELECTRICAL WIRING HARNESS,86484,1PV541,2.25,0.206,0.04374
A2048207315,ELECTRICAL WIRING HARNESS,69168,1PV541,2.25,0.169,0.02187
A2048207515,ELECTRICAL WIRING HARNESS,10434,1PV541,2.25,0.036,0.00648
A2048270448,CONTACT BANK,14082,1PV541,2.25,0.014,0.00576
A204827044864,CONTACT BANK,14082,1PV541,2.25,0.014,0.00576
A2048270548,CONTACT CARRIER,14082,1PV541,2.25,0.02,0.00576
A2054400005,ELECTRICAL WIRING HARNESS,16164,1PV541,2.25,0.157,0.00828
A2054400037,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0,0
A2054400105,ELECTRICAL WIRING HARNESS,10014,1PV541,2.25,0.12,0.01512
A2054400106,ELECTRICAL WIRING HARNESS,26004,1PV541,2.25,0.03,0.00252
A205440010664,ELECTRICAL WIRING HARNESS,22956,1PV541,2.25,0.03,0.00252
A205440010665,ELECTRICAL WIRING HARNESS,22956,1PV541,2.25,0.003,0.00252
A2054400137,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0.568,0.0432
A2054400205,ELECTRICAL WIRING HARNESS,29520,1PV541,2.25,0.505,0.01496
A2054400206,ELECTRICAL WIRING HARNESS,30168,1PV541,2.25,0.828,0.13824
A2054400237,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0.677,0.0392
A2054400306,ELECTRICAL WIRING HARNESS,30168,1PV541,2.25,0.762,0.11571
A2054400333,ELECTRICAL WIRING HARNESS,24798,1PV541,2.25,0.221,0.0672
A2054400337,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0.581,0.04752
A2054400433,ELECTRICAL WIRING HARNESS,24798,1PV541,2.25,0.659,0.06125
A2054400434,ELECTRICAL WIRING HARNESS,12318,1PV541,2.25,0.091,0.0288
A2054400437,ELECTRICAL WIRING HARNESS,44316,1PV541,2.25,0,0
A2054400507,ELECTRICAL WIRING HARNESS,3588,1PV541,2.25,0.01,0.00738
A2054400532,ELECTRICAL WIRING HARNESS,20256,1PV541,2.25,0.232,0.01664
A2054400534,ELECTRICAL WIRING HARNESS,27612,1PV541,2.25,0.237,0.03255
A2054400605,ELECTRICAL WIRING HARNESS,145320,1PV541,2.25,1.159,0.0672
A2054400609,ELECTRICAL WIRING HARNESS,34086,1PV541,2.25,0,0
A2054400634,ELECTRICAL WIRING HARNESS,27612,1PV541,2.25,0.211,0.025
A2054400637,ELECTRICAL WIRING HARNESS,11022,1PV541,2.25,0.266,0.0408
A2054400705,ELECTRICAL WIRING HARNESS,145320,1PV541,2.25,1.159,0.0704
A2054400706,ELECTRICAL WIRING HARNESS,109890,1PV541,2.25,1.937,0.13728
A2054400707,ELECTRICAL WIRING HARNESS,12222,1PV541,2.25,0.091,0.01518
A2054400734,ELECTRICAL WIRING HARNESS,46140,1PV541,2.25,0.273,0.04704
A2054400736,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0,0
A2054400737,ELECTRICAL WIRING HARNESS,21600,1PV541,2.25,0.374,0.0432
A2054400805,ELECTRICAL WIRING HARNESS,145320,1PV541,2.25,0.988,0.04896
A2054400806,ELECTRICAL WIRING HARNESS,52212,1PV541,2.25,0,0
A2054400834,ELECTRICAL WIRING HARNESS,39480,1PV541,2.25,0.352,0.03364
A2054400836,ELECTRICAL WIRING HARNESS,27174,1PV541,2.25,0.28,0.05124
A2054400837,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.388,0.05236
A2054400905,ELECTRICAL WIRING HARNESS,145320,1PV541,2.25,1.002,0.0525
A2054400906,ELECTRICAL WIRING HARNESS,30168,1PV541,2.25,0.558,0.03136
A2054400910,MAIN WIRING HARNESS,53904,1PV541,2.25,0.417,0.036
A2054400934,ELECTRICAL WIRING HARNESS,39480,1PV541,2.25,0.451,0.04205
A2054400936,ELECTRICAL WIRING HARNESS,67860,1PV541,2.25,0.977,0.21504
A2054400937,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.511,0.004488
A2054401005,ELECTRICAL WIRING HARNESS,145320,1PV541,2.25,0.941,0.04284
A2054401037,ELECTRICAL WIRING HARNESS,37596,1PV541,2.25,0.391,0.0294
A2054401105,ELECTRICAL WIRING HARNESS,145320,1PV541,2.25,0.94,0.05168
A2054401134,ELECTRICAL WIRING HARNESS,29670,1PV541,2.25,0.297,0.04704
A2054401137,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,0.531,0.03276
A2054401307,ELECTRICAL WIRING HARNESS,12222,1PV541,2.25,0.133,0.02697
A2054401333,ELECTRICAL WIRING HARNESS,21534,1PV541,2.25,0.15,0.0126
A2054401433,ELECTRICAL WIRING HARNESS,21534,1PV541,2.25,0.203,0.03472
A205440143364,ELECTRICAL WIRING HARNESS,21534,1PV541,2.25,0.203,0.03472
A2054401434,ELECTRICAL WIRING HARNESS,52842,1PV541,2.25,0.408,0.04455
A2054401507,ELECTRICAL WIRING HARNESS,24810,1PV541,2.25,0.189,0.01904
A2054401508,ELECTRICAL WIRING HARNESS,8376,1PV541,2.25,0.067,0.009025
A2054401532,ELECTRICAL WIRING HARNESS,10014,1PV541,2.25,0.235,0.016
A2054401534,ELECTRICAL WIRING HARNESS,52842,1PV541,2.25,0.484,0.045
A2054401535,ELECTRICAL WIRING HARNESS,10248,1PV541,2.25,0.16,0.0072
A2054401608,ELECTRICAL WIRING HARNESS,8262,1PV541,2.25,0.075,0.008
A205440160864,ELECTRICAL WIRING HARNESS,8262,1PV541,2.25,0.075,0.008
A2054401635,ELECTRICAL WIRING HARNESS,10248,1PV541,2.25,0.118,0.009
A2054401636,ELECTRICAL WIRING HARNESS,20826,1PV541,2.25,0.449,0.02376
A2054401708,ELECTRICAL WIRING HARNESS,10014,1PV541,2.25,0.076,0.01872
A205440170864,ELECTRICAL WIRING HARNESS,10014,1PV541,2.25,0.076,0.01872
A2054401808,ELECTRICAL WIRING HARNESS,10014,1PV541,2.25,0.076,0.00912
A205440180864,ELECTRICAL WIRING HARNESS,10014,1PV541,2.25,0.076,0.00912
A2054401835,ELECTRICAL WIRING HARNESS,28410,1PV541,2.25,0.089,0.01272
A205440183564,ELECTRICAL WIRING HARNESS,28410,1PV541,2.25,0.089,0.01272
A2054401836,ELECTRICAL WIRING HARNESS,36054,1PV541,2.25,0.56,0.0396
A2054401932,ELECTRICAL WIRING HARNESS,5562,1PV541,2.25,0.009,0.00441
A2054401933,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.145,0.015
A2054402032,ELECTRICAL WIRING HARNESS,62772,1PV541,2.25,0.042,0.0027
A2054402033,ELECTRICAL WIRING HARNESS,24798,1PV541,2.25,0.2,0.0126
A2054402138,ELECTRICAL WIRING HARNESS,294924,1PV541,2.25,5.55,1.24542
A2054402236,ELECTRICAL WIRING HARNESS,15528,1PV541,2.25,0.191,0.0052
A2054402238,ELECTRICAL WIRING HARNESS,294924,1PV541,2.25,5.774,1.24542
A2054402307,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.35,0.02128
A2054402336,ELECTRICAL WIRING HARNESS,46758,1PV541,2.25,1.091,0.06325
A2054402413,ELECTRICAL WIRING HARNESS,238590,1PV541,2.25,0,0
A2054402535,ELECTRICAL WIRING HARNESS,57954,1PV541,2.25,1.564,0.0936
A2054402635,ELECTRICAL WIRING HARNESS,57954,1PV541,2.25,1.564,0.0936
A2054402636,ELECTRICAL WIRING HARNESS,15378,1PV541,2.25,0.107,0.00252
A2054402713,ELECTRICAL WIRING HARNESS,238590,1PV541,2.25,0,0
A2054402808,ELECTRICAL WIRING HARNESS,32196,1PV541,2.25,0.156,0.01058
A2054402834,ELECTRICAL WIRING HARNESS,24828,1PV541,2.25,0.207,0.0338
A2054402908,ELECTRICAL WIRING HARNESS,13992,1PV541,2.25,0.08,0.01624
A2054402934,ELECTRICAL WIRING HARNESS,17526,1PV541,2.25,0.326,0.02916
A2054403008,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.038,0.01152
A2054403010,ELECTRICAL WIRING HARNESS,269268,1PV541,2.25,7.151,0.36736
A2054403034,ELECTRICAL WIRING HARNESS,34914,1PV541,2.25,0.242,0.025
A2054403036,ELECTRICAL WIRING HARNESS,40146,1PV541,2.25,0.582,0.02688
A2054403133,ELECTRICAL WIRING HARNESS,12714,1PV541,2.25,0.026,0.00378
A2054403134,ELECTRICAL WIRING HARNESS,34914,1PV541,2.25,0.327,0.02916
A2054403136,ELECTRICAL WIRING HARNESS,48474,1PV541,2.25,0.861,0.04896
A2054403206,ELECTRICAL WIRING HARNESS,13950,1PV541,2.25,0.13,0.00969
A2054403233,ELECTRICAL WIRING HARNESS,21534,1PV541,2.25,0.055,0.00648
A2054403234,ELECTRICAL WIRING HARNESS,39480,1PV541,2.25,0.42,0.02916
A2054403306,ELECTRICAL WIRING HARNESS,14550,1PV541,2.25,0.155,0.014
A2054403333,ELECTRICAL WIRING HARNESS,24798,1PV541,2.25,0.07,0.00728
A2054403334,ELECTRICAL WIRING HARNESS,8352,1PV541,2.25,0.045,0.01296
A2054403406,ELECTRICAL WIRING HARNESS,27336,1PV541,2.25,0.458,0.0392
A2054403408,ELECTRICAL WIRING HARNESS,15294,1PV541,2.25,0.075,0.01344
A2054403434,ELECTRICAL WIRING HARNESS,22752,1PV541,2.25,0.238,0.03125
A2054403506,ELECTRICAL WIRING HARNESS,17892,1PV541,2.25,0.284,0.02112
A2054403508,ELECTRICAL WIRING HARNESS,23928,1PV541,2.25,0.2,0.02028
A2054403533,ELECTRICAL WIRING HARNESS,21534,1PV541,2.25,0.06,0.0091
A2054403534,ELECTRICAL WIRING HARNESS,76524,1PV541,2.25,0.186,0.02304
A2054403606,ELECTRICAL WIRING HARNESS,17892,1PV541,2.25,0.406,0.0247
A2054403608,ELECTRICAL WIRING HARNESS,12402,1PV541,2.25,0.073,0.0162
A2054403613,ELECTRICAL WIRING HARNESS,8376,1PV541,2.25,0.027,0.00646
A2054403633,ELECTRICAL WIRING HARNESS,24798,1PV541,2.25,0.071,0.00696
A2054403634,ELECTRICAL WIRING HARNESS,44238,1PV541,2.25,0.265,0.01936
A2054403706,ELECTRICAL WIRING HARNESS,17892,1PV541,2.25,0.227,0.009
A205440370664,ELECTRICAL WIRING HARNESS,15246,1PV541,2.25,0.212,0.009
A2054403708,ELECTRICAL WIRING HARNESS,24810,1PV541,2.25,0.144,0.01856
A2054403713,ELECTRICAL WIRING HARNESS,12654,1PV541,2.25,0.041,0.0078
A2054403733,ELECTRICAL WIRING HARNESS,12714,1PV541,2.25,0.036,0.0039
A2054403734,ELECTRICAL WIRING HARNESS,55932,1PV541,2.25,0.365,0.0522
A2054403808,ELECTRICAL WIRING HARNESS,16746,1PV541,2.25,0.146,0.01682
A2054403813,ELECTRICAL WIRING HARNESS,15666,1PV541,2.25,0.097,0.01512
A2054403832,ELECTRICAL WIRING HARNESS,30000,1PV541,2.25,0,0
A2054403833,ELECTRICAL WIRING HARNESS,28284,1PV541,2.25,0.063,0.00648
A2054403834,ELECTRICAL WIRING HARNESS,40308,1PV541,2.25,0.447,0.0392
A2054403908,ELECTRICAL WIRING HARNESS,10014,1PV541,2.25,0.033,0.00924
A2054403913,ELECTRICAL WIRING HARNESS,9336,1PV541,2.25,0.065,0.018
A2054403933,ELECTRICAL WIRING HARNESS,19626,1PV541,2.25,0.076,0.00567
A2054404013,ELECTRICAL WIRING HARNESS,8376,1PV541,2.25,0.067,0.00512
A2054404033,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.037,0.00522
A2054404108,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.072,0.02875
A2054404113,ELECTRICAL WIRING HARNESS,71034,1PV541,2.25,0.441,0.03024
A2054404133,ELECTRICAL WIRING HARNESS,17340,1PV541,2.25,0.066,0.00783
A2054404136,ELECTRICAL WIRING HARNESS,20826,1PV541,2.25,0.069,0.00364
A2054404208,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.081,0.015
A2054404233,ELECTRICAL WIRING HARNESS,24798,1PV541,2.25,0.082,0.01296
A2054404308,ELECTRICAL WIRING HARNESS,21420,1PV541,2.25,0.118,0.02875
A2054404333,ELECTRICAL WIRING HARNESS,12714,1PV541,2.25,0.037,0.0078
